Cotton shirts,F,F,F,F,F,F,F,F,T
Review for banjo,F,F,F,T,F,F,F,F,F
change flight,F,F,F,F,F,T,F,F,F
i m in kanpur,F,F,F,F,T,F,F,F,F
Want to order food,T,F,F,F,F,F,F,F,F
Does hotel lalit in Mumbai has complimentary airport pickup and drop?,F,F,F,F,F,T,F,F,F
u dre ?,F,F,F,F,F,F,F,T,F
can i off my internet data in my mobile,F,F,T,F,F,F,F,F,F
so where can i ask about that,F,F,F,F,F,F,F,T,F
baby,F,F,F,F,F,F,F,T,F
Movie ticket price?,F,F,F,T,F,F,F,F,F
virat kohli toh cricketer hai re,F,F,F,F,F,F,F,F,F
i need a little hel,F,F,F,F,F,F,F,T,F
"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 694568-694569-694570, user_id: 1980166, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
my upcoming reminders,F,F,T,F,F,F,F,F,F
ur pleasure,F,F,F,F,F,F,F,T,F
i had :),F,F,F,F,F,F,F,T,F
what are you doing,F,F,F,F,F,F,F,T,F
"like, barbecue nation",T,F,F,F,F,F,F,F,F
"		i would like to cancel my wake up call for sat, 04 march at 06:32 am { reminder_list: 700338, user_id: 1852040, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
pnr 2807722500,F,F,F,F,F,T,F,F,F
T-Shirts Below 250,F,F,F,F,F,F,F,F,T
how to refer,F,F,F,F,F,F,F,F,T
why is there always n error in bill payment,F,F,F,F,F,F,T,F,F
where is my order,T,F,F,F,F,F,F,F,F
that time y u didnr send this info,F,F,F,F,F,F,F,T,F
வணக்கம்,F,F,F,F,F,F,F,T,F
running train seemanchal exp.,F,F,F,F,F,T,F,F,F
"Thank you.. My. Friend. Has. To. Leave for. Airport at 5:30, please wake me up",F,F,T,F,F,F,F,F,F
"		i want to know availability and fare in sleeper (sl) in train number 01705{product_id:01705_bpl_jbp,api_name:trains_api}",F,F,F,F,F,T,F,F,F
300 movie,F,F,F,T,F,F,F,F,F
tu sbi assistants ka center ek hi jgh he kya,F,F,F,F,F,F,F,F,F
biryani order krna h,F,F,F,F,F,F,F,F,F
well i want to check bungalow on rent with private pool,F,F,F,F,T,T,F,F,F
"3:35,3:40,3:45 also",F,F,T,F,F,F,F,F,F
mukta sangli,F,F,F,F,F,F,F,T,F
"i would like to cancel my reminder for everyday at 10:00 pm { reminder_list: 658128, user_id: 1969817, task_name: other, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
is there any offers on pizza hut,T,F,F,F,F,F,F,F,F
pls share flight timing tomorrow bhopal to delhi with cheap cost ?,F,F,F,F,F,T,F,F,F
romantic movies near me....,F,F,F,T,F,F,F,F,F
any movie is fine,F,F,F,T,F,F,F,F,F
would pay cash for the same,T,T,F,T,F,T,T,F,F
Metal,F,F,F,F,F,F,F,F,T
yes please.. channel no 278...star sports 1 hd is not working fine.. what shoukd i do?,F,T,F,F,F,F,F,F,F
sorry pay bill,F,F,F,F,F,F,T,F,F
further reminds,F,F,T,F,F,F,F,F,F
can u suggest a place where i could repair ot,F,T,F,F,F,F,F,F,F
ok shruti plz wake up,F,F,F,F,F,F,F,T,F
tq dude,F,F,F,F,F,F,F,T,F
now 9 pm giri nagar to 97 chirag delhi ravidas mandir,F,F,F,F,F,T,F,F,F
delhi ncr,F,F,F,F,F,T,F,F,F
to usk lie tdr file nhi krna pdega,F,F,F,F,F,T,F,F,F
I want Delhi to Manila,F,F,F,F,F,T,F,F,F
show me flights for 31st mar.{703423},F,F,F,F,F,T,F,F,F
Oct 7 GT express chennai to Vijayawada 1 ticket ...any class,F,F,F,F,F,T,F,F,F
"Ola,uber is avaiable near to my location?",F,F,F,F,F,T,F,F,F
have you any offer,T,F,F,T,F,T,T,F,F
I need self deposit cash machine for Icici bank,F,F,F,F,T,F,F,F,F
how reputed is this place?,F,F,F,F,F,F,F,T,F
kya hai,F,F,F,F,F,F,F,F,F
sorry remind me by 3pm,F,F,T,F,F,F,F,F,F
In my location food delivery available?,T,F,F,F,F,F,F,F,F
ok thanks i need this a picture type,F,F,F,F,F,F,F,T,F
cancel the booking as of now,F,F,F,F,F,T,F,F,F
Hey i want this full pair,F,F,F,F,F,F,F,F,T
Dealer printer,F,F,F,F,F,F,F,F,T
Restaurants in bandra for dine in,T,F,F,F,F,F,F,F,F
Set this wakeup call every day till 30 september,F,F,T,F,F,F,F,F,F
i need laundry service,F,T,F,F,F,F,F,F,F
bt date is change punit,F,F,F,F,F,F,F,T,F
krishna express,F,F,F,F,F,T,F,F,F
set another reminder {type: medicine},F,F,T,F,F,F,F,F,F
who will bare delay cause n arrears for bill amount,F,F,F,F,F,F,T,T,F
chillllllllllar,F,F,F,F,F,F,F,T,F
hllo hardik,F,F,F,F,F,F,F,T,F
"		i would like to cancel my `wish laalasa happy birthday!` reminder for tue, 04 april at 11:00 am { reminder_list: 631623, user_id: 1961281, task_name: birthday, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
to buy naphthalene balls at 6 pm today on 3rd march,F,F,T,F,F,F,F,F,F
Is there a exchange offer coming in with iphone 6s ?,F,F,F,F,F,F,F,F,T
hai saumya good morning,F,F,F,F,F,F,F,T,F
when i done my first 2 recharge i get 15% cash back...,F,F,F,F,F,F,T,F,F
can i add money in it through paytm,F,F,F,F,F,F,F,T,F
cst to kqr,F,F,F,F,F,T,F,F,F
during processing the payment,F,F,F,F,F,T,T,F,F
"Hey, can you find me the nearest Bus Stop?",F,F,F,F,T,F,F,F,F
All cinema hall in patna,F,F,F,T,F,F,F,F,F
i want to eat pizza,T,F,F,F,F,F,F,F,F
can you find me a nearest location for men's beauty parlour from garudacharpalya bus stop,F,F,F,F,T,F,F,F,F
remind to start with my counselling assignment at 5 pm,F,F,T,F,F,F,F,F,F
thanks a ton you the remainder,F,F,T,F,F,F,F,F,F
"		hi, i want to book uberpool {product_id:ed5e79f0-c124-4377-89eb-511cbdeb5fe2, api_name:uber, product_name:uberpool, seat_count:none}",F,F,F,F,F,T,F,F,F
are you women,F,F,F,F,F,F,F,T,F
Stop all the remainder,F,F,T,F,F,F,F,F,F
u have messed up,F,F,F,F,F,F,F,T,F
Sakir der waz train tickets for goa for saturday I mean tomorrow,F,F,F,F,F,T,F,F,F
ok.....was...it..have....any..offer,T,T,F,T,F,T,T,F,F
k..thanks btw,F,F,F,F,F,F,F,T,F
thank u so much good service,F,F,F,F,F,F,F,T,F
any offer for postpaid bill payment?,F,F,F,F,F,F,T,F,F
Can i get to know a gems tours and travels store near me,F,F,F,F,T,F,F,F,F
Hi can u send me some design of transperant bra's,F,F,F,F,F,F,F,F,T
and remind me tomorrow to ready all the notes for the meeting with mr. robertson,F,F,T,F,F,F,F,F,F
puliakulam coimbatore,T,F,F,F,T,T,F,F,F
can i book movie with this wallet,F,F,F,T,F,F,F,F,F
i will definitely write a feedback regarding this....,F,F,F,F,F,F,F,T,F
would like to know where to buy plus size swim wear in ahmedabad,F,F,F,F,T,F,F,F,F
i vil think n say,F,F,F,F,F,F,F,T,F
yuppp just send me his number.. virugumbakkam area,F,F,F,F,T,F,F,F,F
mussoorie,F,F,F,F,F,T,F,F,F
hey i need a reminder call for every half hour to drink water,F,F,T,F,F,F,F,F,F
"that's it,thank you",F,F,F,F,F,F,F,T,F
Look for a ticket from Coimbatore to Chennai on 18th September,F,F,F,F,F,T,F,F,F
stop it,F,F,T,F,F,F,F,T,F
near m hero ka showroom batao,F,F,F,F,T,F,F,F,F
Pls activate DND on my phone.,F,F,T,F,F,F,F,F,F
is this a ai or direct chat with humans?,F,F,F,F,F,F,F,T,F
what mentioned,F,F,F,F,F,F,F,T,F
iphone 7,F,F,F,F,F,F,F,F,T
hey nalini,F,F,F,F,F,F,F,T,F
drinking water cane supply in lal khothi jaipur-,F,F,F,F,F,F,F,F,T
ok ask them to deliver at 12 pm. check  my last communication,T,F,F,F,F,F,F,F,F
And remind me to call Mr.Prabhat Mishra,F,F,T,F,F,F,F,F,F
how are you,F,F,F,F,F,F,F,T,F
i want hotels near upsc building,F,F,F,F,F,T,F,F,F
i want book in goregaon,T,F,F,F,F,F,F,F,F
Railway ticket req.,F,F,F,F,F,T,F,F,F
"do you have fresh menu""s contact",T,F,F,F,F,F,F,F,F
can i book an hotel from haptik?,F,F,F,F,F,T,F,F,F
Wanted bus routes from Mysore railway station to rajendra NAGAR in mysore,F,F,F,F,F,T,F,F,F
yeah this is a good app just checking it out .,F,F,F,F,F,F,F,T,F
Best deals,F,F,F,F,F,F,F,F,T
please book a ticket from vishkapatnam to durg,F,F,F,F,F,T,F,F,F
"		i would like to cancel my `wish madhuri kumbhar happy birthday!` reminder for fri, 09 june at 11:55 am { reminder_list: 690555, user_id: 1979030, task_name: birthday, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
i don't. have train number,F,F,F,F,F,T,F,F,F
Train timings From ponneri to chennai central,F,F,F,F,F,T,F,F,F
or less then 1000,F,F,F,F,F,T,F,F,F
any options on pizza hut,T,F,F,F,F,F,F,F,F
only vibrate,F,F,F,F,F,F,F,T,F
how to travel to ulhasnagar from andheri,F,F,F,F,F,T,F,F,F
"Hey, want to book train tickets for September 25th from kalyan to Nagpur",F,F,F,F,F,T,F,F,F
"find me a best budget package for jaisalmer from Delhi in January for 5days ,4persons",F,F,F,F,F,T,F,F,F
i will be right back,F,F,F,F,F,F,F,T,F
gud nyt hve a sweet dreams,F,F,F,F,F,F,F,T,F
gud nyt & have a g8 day !!,F,F,F,F,F,F,F,T,F
"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 699536-699537-699538-699539-699540-699542, user_id: 1980766, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
experts and not unprofessionals,F,T,F,F,F,F,F,F,F
thank you,F,F,F,F,F,F,F,T,F
where are you from siddharth?,F,F,F,F,F,F,F,T,F
I wud lyk to cancel a reminder...,F,F,T,F,F,F,F,F,F
Cancel my ticket,F,F,F,F,F,T,F,F,F
medicine has stopped,F,F,T,F,F,F,F,F,F
hello reshma...,F,F,F,F,F,F,F,T,F
oh i guess u r available on bhutan,F,F,F,F,F,T,F,T,F
pnr status of bph to bsp on 11 march,F,F,F,F,F,T,F,F,F
Call me blacky,F,F,T,F,F,F,F,F,F
"goodnight, shilpa",F,F,F,F,F,F,F,T,F
is any circus shows play near ghatkopar,F,F,F,F,T,F,F,F,F
please tell me nearest vodafone store,F,F,F,F,T,F,F,F,F
Best price of iPhone 7,F,F,F,F,F,F,F,F,T
view my reminders,F,F,T,F,F,F,F,F,F
u r welcome dear,F,F,F,F,F,F,F,T,F
tell me satyam theter moviea,F,F,F,T,F,F,F,F,F
please help me,F,F,F,F,F,F,F,T,F
having my breakfast,F,F,F,F,F,F,F,T,F
thank u khushboo,F,F,F,F,F,F,F,T,F
i want ret and ditel,F,F,F,T,T,T,T,F,F
pl remind me tomarow calle an dairy cheq,F,F,T,F,F,F,F,F,F
show me air fare for bangkok,F,F,F,F,F,T,F,F,F
How is price of flight tickets,F,F,F,F,F,T,F,F,F
from laxmi nagar,F,F,F,F,F,T,F,F,F
show my remainders,F,F,T,F,F,F,F,F,F
Iam looking for gym,F,F,F,F,F,F,F,F,T
can u help me on what name have u reserved d table for two at le pain quotidien,T,F,F,F,F,F,F,F,F
so nice of u,F,F,F,F,F,F,F,T,F
"		i would like to cancel my reminder for everyday at 09:30 am { reminder_list: 630412, user_id: 1960212, task_name: other, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
i want to book train tickets,F,F,F,F,F,T,F,F,F
you are too late for reminding me,F,F,T,F,F,F,F,F,F
See continue to chek the low rate product & offer on spekars iball & other product,F,F,F,F,F,F,F,F,T
I want to stop these reminders,F,F,T,F,F,F,F,F,F
no thanks .if i need i will get back to u,F,F,F,F,F,F,F,T,F
I want samsung on 7 back cover,F,F,F,F,F,F,F,F,T
rs 60 for 3ac class?,F,F,F,F,F,T,F,F,F
at what time mmt train arrived to secunderabad,F,F,F,F,F,T,F,F,F
thnks fr reminding me,F,F,T,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 714900, user_id: 1824095, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
Any new xiomi phones in 25k ??,F,F,F,F,F,F,F,F,T
Nearest metro station to parikrama restaurant in Connaught place,T,F,F,F,F,F,F,F,F
I want iPhone 5s with good one discount,F,F,F,F,F,F,F,F,T
book khaidi tickets,F,F,F,F,F,T,F,F,F
where should i use this cashback,T,T,T,T,T,T,T,F,F
can u please tell me.... in which theatre ezra is playing,F,F,F,T,F,F,F,F,F
please send it to me right now it's urgent,F,F,F,F,F,F,F,T,F
remind me to call nakul sir in 2 mins today,F,F,T,F,F,F,F,F,F
savings,F,F,F,F,F,F,F,T,F
fix it for tomorrow,F,T,T,T,F,T,F,F,F
for march 3rd morning 7am,F,F,T,F,F,F,F,F,F
a c installt,F,T,F,F,F,F,F,F,F
check fare from anna naga to chennai airport in ola cabs,F,F,F,F,F,T,F,F,F
"		i would like to view more reminders. { user_id: 1948820, offset: 5, api_name: exotel }",F,F,T,F,F,F,F,F,F
"Hi, I want to book tickets for Rustom. {movie_name:Rustom}{banner}",F,F,F,T,F,F,F,F,F
find me near by readymade garments shop,F,F,F,F,T,F,F,F,F
is there any offer in carnival cinema jalandhar,F,F,F,T,F,F,F,F,F
Yes i want to buy three mobile phone,F,F,F,F,F,F,F,F,T
Need a cab to work tomorrow,F,F,F,F,F,T,F,F,F
i don't know what is train no,F,F,F,F,F,T,F,F,F
is bangalore kanyakumari express on right time,F,F,F,F,F,T,F,F,F
howareyou,F,F,F,F,F,F,F,T,F
near sohna road,F,F,F,F,T,F,F,F,F
rajdhani if u can chk or lko mail,F,F,F,F,F,T,F,F,F
how r u buddy,F,F,F,F,F,F,F,T,F
Please cancelled wake up call,F,F,T,F,F,F,F,F,F
"		i would like to cancel my wake up call for everyday at 09:29 pm { reminder_list: 429593, user_id: 1895762, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
what about 75 rs i have in wallet,F,F,F,F,F,T,T,F,F
thnkuu no dats it,F,F,F,F,F,F,F,T,F
Days of tafree review,F,F,F,T,F,F,F,F,F
want food delivery,T,F,F,F,F,F,F,F,F
i can't change date manually,F,F,T,F,F,F,F,F,F
pranay was the request taken?,T,F,F,F,F,F,F,F,F
okaaa,F,F,F,F,F,F,F,T,F
"27,jwalaganj fatehpur up",F,F,F,F,F,T,F,F,F
can you book  a ticket for me on tommorws show,F,F,F,T,F,F,F,F,F
can you tell me which show running on gemini telugu,F,F,F,T,F,F,F,F,F
"please find me kindergarten schools in & around ernakulam, kaloor & kadavanthra all in kerala",F,F,F,F,T,F,F,F,F
so still tkt not confirm,F,F,F,F,F,T,F,F,F
2127972231,F,F,F,F,F,T,F,F,F
12203 when reaches new delhi,F,F,F,F,F,T,F,F,F
can you tell me about broadband service providers in my area,F,F,F,F,T,F,F,F,F
i extreamly sorry i wrongly select this option so dont panic aman,F,F,F,F,F,F,F,T,F
apply fly1000,F,F,F,F,F,T,F,F,F
can i not use,F,F,F,F,F,F,F,T,F
how much,F,F,F,F,F,F,F,T,F
can you please update the status,F,F,F,F,F,T,F,F,F
wake me up at 9.30 tomorrow,F,F,T,F,F,F,F,F,F
tqqqqqqqq,F,F,F,F,F,F,F,T,F
sry sry,F,F,F,F,F,F,F,T,F
Can I have the medicine reminder daily for 11 am?,F,F,T,F,F,F,F,F,F
mujhe bhi,F,F,F,F,F,F,F,T,F
is there a way i can check the prices of the rides before you book it for me?,F,F,F,F,F,T,F,F,F
akkola to kachiguda,F,F,F,F,F,T,F,F,F
unisex salon,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 4 hours from 10:00 am to 8:00 pm. { reminder_list: 695112-695113-695114, user_id: 1810915, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
ok dear tqqq,F,F,F,F,F,F,F,T,F
hindi m kya hoga sir,F,F,F,F,F,F,F,T,F
check near paras yamaha,F,F,F,F,T,F,F,F,F
any offer on booking train tickets?,F,F,F,F,F,T,F,F,F
to replace one tap,F,T,F,F,F,F,F,F,F
can you please help me in the same?,F,F,F,F,F,F,F,T,F
Can you book a taxi?,F,F,F,F,F,T,F,F,F
"		i would like to cancel my wake up call for sun, 05 march at 05:01 am { reminder_list: 715186, user_id: 1646901, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
any other,T,F,F,F,F,T,T,F,F
yes done ...booked the tickets thank you,F,F,F,F,F,T,F,F,F
set reminder for me plzz,F,F,T,F,F,F,F,F,F
with hands,F,F,F,F,F,F,F,T,F
set another wake up reminder,F,F,T,F,F,F,F,F,F
can u call,F,F,F,F,F,F,F,T,F
don't get up me early...,F,F,T,F,F,F,F,F,F
I want to travel a beach trip,F,F,F,F,F,T,F,F,F
what is this insurance ?,F,F,F,F,F,F,F,F,T
then how do i get cash back,F,F,F,F,F,T,T,F,F
Split,F,T,F,F,F,F,F,F,F
3.3.17,F,F,F,F,F,T,F,F,F
m at santa west,T,F,F,F,T,T,F,F,F
what i can do with this cash back,F,F,F,F,F,T,T,F,F
bus frequency during night from vellore to chennai central,F,F,F,F,F,T,F,F,F
canteen,F,F,F,F,T,F,F,F,F
I want to book advance ticket for 1st day of ms dhoni the untold story,F,F,F,T,F,F,F,F,F
remind me to bring pendrive tomorrow morning at 10 am,F,F,T,F,F,F,F,F,F
a ny recharge offer,F,F,F,F,F,F,T,F,F
sq,F,F,F,F,F,F,F,F,T
Videocon mobile service center nearby me,F,F,F,F,T,F,F,F,F
Please check for seat availability of train Pune dharbhanga,F,F,F,F,F,T,F,F,F
thanks for ur reminders.  i've been so helpful to me,F,F,T,F,F,F,F,F,F
any offers on food delivery,T,F,F,F,F,F,F,F,F
"hi, i'm interested in watching rangoon. {movie_name:rangoon}{task}",F,F,F,T,F,F,F,F,F
i want cancel upto 6th march,F,F,T,F,F,F,F,F,F
where it is now???,T,F,F,F,F,F,F,F,F
not now dear..,F,F,F,F,F,F,F,T,F
Find train,F,F,F,F,F,T,F,F,F
Hi..can u tell me if there is any train that has tickets available for 7th oct from Chennai to thrissur,F,F,F,F,F,T,F,F,F
tasks,F,F,T,F,F,F,F,F,F
movie: oru mexican aparatha,F,F,F,T,F,F,F,F,F
what is the meaning of apologies for the inconvenience,F,F,F,F,F,F,F,T,F
yes find airtel payment bank around coimbatore,F,F,F,F,T,F,F,F,F
ok thanks for reminding,F,F,T,F,F,F,F,F,F
thanks delivered.,T,F,F,F,F,F,F,F,F
low budget,T,F,F,F,F,T,F,F,F
Only one ticket,F,F,F,T,F,F,F,F,F
sorry for the mistake,F,F,F,F,F,F,F,T,F
Please mail me the ticket,F,F,F,T,F,F,F,F,F
ok i will let you know,F,F,F,F,F,F,F,T,F
in the morning.,F,F,T,F,F,F,F,F,F
i like to visit pokhara nepal,F,F,F,F,F,T,F,F,F
thanks for the assistance,F,F,F,F,F,F,F,T,F
thankew,F,F,F,F,F,F,F,T,F
evn if u send me remained till 10 pm,F,F,T,F,F,F,F,F,F
is there any train for bangalore tonight from villupuram..?,F,F,F,F,F,T,F,F,F
wake me up in the morning,F,F,T,F,F,F,F,F,F
1st week of November'16,F,F,F,F,F,T,F,F,F
is there any cancellations charge after booking,T,T,F,T,F,T,F,F,F
i have added the funds,F,F,F,F,F,T,T,F,F
ji,F,F,F,F,F,F,F,F,F
i need the today only,F,F,T,F,F,T,F,F,F
yes{task},F,F,F,F,F,F,F,T,F
need to cancel the reservation.,T,F,F,F,F,T,F,F,F
i am not getting the notification when this app is closed,F,F,T,F,F,F,F,F,F
ok will get back .. thank u,F,F,F,F,F,F,F,T,F
how can i pay,T,F,F,F,F,T,T,F,F
nope sorry,F,F,F,F,F,F,F,T,F
dont cancel im fine with already sheduled ones,F,F,T,F,F,F,F,F,F
this is really stupid,F,F,F,F,F,F,F,T,F
koi petrol pump hai kya yahan koi,F,F,F,F,F,F,F,F,F
please can you book from majestic ?,F,F,F,T,F,T,F,F,F
i want to go to icici bank nodia sector 63,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for sat, 04 march at 05:00 am { reminder_list: 692282, user_id: 1979532, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
what is the price of beef kheema roast from agra restaurant camp?,T,F,F,F,F,F,F,F,F
10.00 am for coaching,F,F,T,F,F,F,F,F,F
😄😄,F,F,F,F,F,F,F,T,F
change my location,F,F,F,F,T,T,F,F,F
I want to buy saree,F,F,F,F,F,F,F,F,T
just exploring the app😊,F,F,F,F,F,F,F,T,F
ok bye,F,F,F,F,F,F,F,T,F
U cl me with a msg,F,F,T,F,F,F,F,F,F
can u give 5 photo of alia bhatt,F,F,F,F,F,F,F,F,T
Maharashtra Bank,F,F,F,F,T,F,F,F,F
Can u suggest hotels in lonavala for one day one night stay,F,F,F,F,F,T,F,F,F
its jharkhand no,F,F,F,F,F,T,F,F,F
Nearest attraction to my location,F,F,F,F,T,F,F,F,F
medical store,F,F,F,F,T,F,F,F,F
"i would like to cancel my medicine reminder for everyday at 01:18 pm { reminder_list: 342741, user_id: 1582633, task_name: medicine, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
10.15 pm today,F,F,T,F,F,F,F,F,F
benglor she furkating kitna din lagega,F,F,F,F,F,T,F,F,F
have i set any birthday reminders for next week?,F,F,T,F,F,F,F,F,F
hi i am prashant i want cab from babatpur airport to varanasi cantt,F,F,F,F,F,T,F,F,F
nothing.,F,F,F,F,F,F,F,T,F
mcb.kiya.hota.hai,F,F,F,F,F,F,F,F,F
Hey order white sause pasta from gammat jammat,T,F,F,F,F,F,F,F,F
Hi need a carpenter,F,T,F,F,F,F,F,F,F
"i need to know about hotels ,nearby sitarganj .",F,F,F,F,T,F,F,F,F
ya . wait for 10 minutes,F,F,F,F,F,F,F,T,F
Do you have Ola cabs offers?,F,F,F,F,F,T,F,F,F
Find some good hotel in shimla on mall road for 10th-12th oct 2016,F,F,F,F,F,T,F,F,F
i want a white wash worker,F,T,F,F,F,F,F,F,F
ok thnks a lot,F,F,F,F,F,F,F,T,F
Where will i get home delivery for tea,T,F,F,F,F,F,F,F,F
let me know wen u have any offers,T,T,F,T,F,T,T,F,F
Departure Time: Morning (before 11 AM),F,F,F,F,F,T,F,F,F
I wann taxi,F,F,F,F,F,T,F,F,F
plzzzz update me with my pnr status,F,F,F,F,F,T,F,F,F
will it be open?,F,F,F,F,T,F,F,F,F
uppcl,F,F,F,F,F,F,T,F,F
why i couldn't order,T,F,F,F,F,F,F,F,F
hi.. I need to know the schedule of PMPL buses from chakan to phulgaon..,F,F,F,F,F,T,F,F,F
tatasky hd branches in 	markapur in andhra pradesh,F,F,F,F,F,F,T,F,F
I want you to give wake up call,F,F,T,F,F,F,F,F,F
you too👍.,F,F,F,F,F,F,F,T,F
kuch lates games dikha do,F,F,F,F,F,F,F,F,T
nah,F,F,F,F,F,F,F,T,F
hi niyati,F,F,F,F,F,F,F,T,F
Availability,F,F,F,F,F,T,F,F,F
patriot deview,F,F,F,T,F,F,F,F,F
as of now nothing,F,F,F,F,F,F,F,T,F
nd hotel chandrapur,F,F,F,F,F,T,F,F,F
no i don't want to book a ride,F,F,F,F,F,T,F,F,F
"hi, i want to book ubergo {product_id:db6779d6-d8da-479f-8ac7-8068f4dade6f, api_name:uber, product_name:ubergo, seat_count:none}",F,F,F,F,F,T,F,F,F
cancel my daily reminders,F,F,T,F,F,F,F,F,F
spa and massage centre nearby,F,F,F,F,T,F,F,F,F
can u plz check boys pg in sec 38 gurgaon,F,F,F,F,T,F,F,F,F
Current running status of Haridwar-Howrah Kumbha Express,F,F,F,F,F,T,F,F,F
Turn all my alarms off,F,F,T,F,F,F,F,F,F
i want nearest cyber cafe..	will u please find me?,F,F,F,F,T,F,F,F,F
I want train ticket from dadar to aravali road,F,F,F,F,F,T,F,F,F
any other deal,T,F,F,F,F,F,F,F,F
get it,F,F,F,F,F,F,F,T,F
i am waiting,T,F,F,F,F,F,F,F,F
tomorrow at 10.30am,F,F,T,F,F,F,F,F,F
And remind me for my gym 8. 5 hrs frm nw,F,F,T,F,F,F,F,F,F
send me jokes,F,F,F,F,F,F,F,F,T
Pizza Hut,T,F,F,F,F,F,F,F,F
anyone there,F,F,F,F,F,F,F,T,F
jaipur to gaya train tickets,F,F,F,F,F,T,F,F,F
i did not receive any receipt till now,F,F,F,F,F,T,F,F,F
coupons?,T,T,F,T,F,T,T,F,F
This type,F,F,F,F,F,F,F,F,T
is there any other flight for return in the afternoon?,F,F,F,F,F,T,F,F,F
yaha,F,F,F,F,F,F,F,T,F
"in laxmi nagar,new delhi",F,F,F,F,T,F,F,F,F
Now buses can travel from Tamil Nadu to banglore,F,F,F,F,F,T,F,F,F
stop reminders for drinking water,F,F,T,F,F,F,F,F,F
in train no.29019 sits avalbl or not,F,F,F,F,F,T,F,F,F
is this an uber?,F,F,F,F,F,T,F,F,F
Please wake...me up,F,F,T,F,F,F,F,F,F
no only today!,F,F,T,F,F,T,F,F,F
can i have ur contact no.,F,F,F,F,F,F,F,F,T
santa: what kind of people on this planet use haptik? banta: those with no friends.,F,F,F,F,F,F,F,T,F
Best power bank below 500,F,F,F,F,F,F,F,F,T
"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 709124-709125-709126, user_id: 1983101, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F
booked earlier,F,F,F,F,F,T,F,F,F
hw to pay landline bill?,F,F,F,F,F,F,T,F,F
thank you and same to you dear 👱,F,F,F,F,F,F,F,T,F
gloria gym location is wrong what ur sending,F,F,F,F,T,F,F,F,F
kindly check for the cash back now,T,T,F,T,F,T,T,F,F
s7 edge,F,F,F,F,F,F,F,F,T
show me best hotels and restaurants near me,T,F,F,F,F,T,F,F,F
Find me a train from agra to unnao,F,F,F,F,F,T,F,F,F
need to know modes of travel from delhi to spiti valley,F,F,F,F,F,T,F,F,F
I have a iPhone 5 and it's buy from caneda and in india this iPhone have lock what is the process of unlocking this iPhone,F,F,F,F,F,F,F,F,T
where is the train right naw ???,F,F,F,F,F,T,F,F,F
need shop,F,F,F,F,T,F,F,F,F
"Hey, I'd like to order a pizza.",T,F,F,F,F,F,F,F,F
hello	any offer in cab booking,F,F,F,F,F,T,F,F,F
dont forget,F,F,F,F,F,F,F,T,F
i want to cancel my train ticket,F,F,F,F,F,T,F,F,F
full list with time,F,F,F,T,F,T,F,F,F
book an auto,F,F,F,F,F,T,F,F,F
i need coupon code for discount,T,F,F,T,F,T,T,F,F
baggage kinte kg hai..,F,F,F,F,F,T,F,F,F
so miss you yar,F,F,F,F,F,F,F,T,F
remind mahendra mixer offer,F,F,T,F,F,F,F,F,F
can u find the nearest atm please?,F,F,F,F,T,F,F,F,F
hw to make payment for the trip,F,F,F,F,F,T,F,F,F
find me a place to do this work in chennai,F,F,F,F,T,T,F,F,F
i will discuss with my wife and get back to u,F,F,F,F,F,F,F,T,F
Nearby Cake shop,F,F,F,F,T,F,F,F,F
Im looking for leather jacket,F,F,F,F,F,F,F,F,T
thax,F,F,F,F,F,F,F,T,F
I wanna train  ticket  in talkal for day after  tomorrow,F,F,F,F,F,T,F,F,F
Movies on lulu,F,F,F,T,F,F,F,F,F
mujhe samjh nahi aata h,F,F,F,F,F,F,F,F,F
any problem s,F,F,F,F,F,F,F,T,F
