pid,sentence1,sentence2,label
17260,Need your help to know the Premium for Total Secure,Can I please know the Total secure plan,0
17261,prices for Premium subscription,start premium subscription,0
17262,show my policy,Show the policy details,1
17266,Remove all chats,Remove all subscriptions,0
17267,show me your picture,I want your number,0
17270,set a wakeup call reminder,Can you set a wake   alarm for me?,1
17275,Procedure to change address,i want to change my address,1
17276,features of total secure,Can I please know the Total secure plan,0
17284,test price,how much is the price for the test,1
17287,want to add a new savings bank account,How can I add new savings bank account?,1
17293,I still can't find my ID,I can't find my order ID.,0
17297,I need 2 tickets,i want 12B 12C,0
17302,provide me Flight Tickets,like to purchase Flight Tickets,0
17304,Any cashback on ola?,Any cashback on ola tickets?,1
17305,How will I know about winnings?,Do you know how to speak in telugu,0
17307,view reminders,to view my reminders,1
17308,Change wake up call,I need a wake up call,0
17312,Remove Molar teeth,Remove Molar tooth,1
17318,I need flight,recommend Flight Tickets,1
17321,New events coming up,New movie coming up,0
17325,Can give me details about my haptik cash back,Any cash back will I get,0
17329,didnt get cashback,I not get Cash back,0
17331,I'd like to know how to invest money,I'd like to know how to save more on taxes.,0
17332,Email me my flight tickets,find Flight Tickets,0
17333,Where can cashback be used,where is the cashback,0
17336,That's the right order ID,Can you tell me where is my order ID?,0
17337,Bsnl landline Bill pay?,Landline bill,1
17338,Wana know abt charges... Service,interested to know about deep cleaning,0
17341,Did not receive cashback,Didn't Receive Refund,0
17342,I want to pay from multiple bank accounts,Can i have multiple bank accounts linked with removing a bank account,0
17344,stop quiz reminder,Quiz,0
17345,Dream House,Own house,0
17347,Is there any coupon code to reduce the fare of the flight,Any cashback on flights,0
17351,Need to know the Survival Benefits,Want to know Survival Benefits of WAAC,0
17352,That's the right order ID,That was a valid order ID,0
17356,"I checked, the order ID given is correct",I've given the correct order number,0
17365,Jamshedpur Electricity bill,Electric bill payment,0
17369,Set wake up reminder,wake up alarm,0
17370,stop the flight alert,cancel flight fare alert,0
17379,show me your photo,Please give your number,0
17380,I need to book a flight,book flight for 2 adults,0
17381,Any cashback on ola booking?,Are there any cashback offers,0
17383,Unable to login using email ID,Facing issues while login using my Email ID,1
17386,refund,Didn't receive Refund,0
17389,My refund amount,money will be refunded or not,1
17391,I dont want a call,I need a call to remind me to drink water,0
17392,looking to Flight Tickets,I want to book flight tickets.,0
17393,I would like to change my anniversary reminder,"Hey, can you set an anniversary reminder for me?  . .",0
17398,set a wake alarm,Set a Wake up Alaram,1
17399,"Hello, Can you look for the closest petrol pump?",suggest me nearby petrol pump,1
17400,I am having problem in Login,login error message,0
17402,I want to book bus tickets for NH7 weekeender,I want bus bookings,0
17403,dense jungle resorts,jungle resorts,1
17405,i want offer on flight tickets,Can u email me flight tickets,0
17408,i want ticket from mumbai to pune,I want bus tickets from,0
17411,verify account,how to verify account,1
17412,set another reminder,Show more reminders for Haptik,0
17413,how are pass points calculated,Tell me about scores and points calculation.,0
17420,Price of flight tickets to Switzerland,Cheap flight tickets,0
17424,I didnt get the ticket in email,Please mail me the tickets,1
17427,Facing issues while login using my Email ID,login error message,0
17429,Need help to understand the Term plan,Can you please tell me about Term Plans?,0
17431,available train tickets from vizag to Mumbai,cheap rate for mumbai to delhi,0
17433,I got no sim card,did not get pin,0
17435,Any discounts available for purchase of tickets,what are discounts available on flight booking,0
17436,I want to book ticket,I want to book bus tickets for ID-E-MILAD,0
17438,That was the right order number,I've given you a valid order number,0
17440,charge of test,may i know the cost of the test,1
17442,I need your help,show your picture,0
17446,How long it takes for processing balance,How long does it take for processing balance transfer,1
17449,Ideas to Trade,Unable to trade,0
17451,show gk leaderboard,last  GK leaderboard,0
17452,What is the frequency of price changes and how can I get to know about it ?,What is the frequency of SRV Testing in LPG Bulk Installation?,0
17453,Update Nominee details for CDSL Demat,Can I update multiple Nominee detail?,0
17455,"Hey, can you set a reminder for me to walk?  .",set a reminder medicine,0
17458,How much discount the coupon code has,Is there any coupon code to reduce the fare of the flight,0
17459,what are offers on flight booking,Tutorial for flights cashback,0
17460,I need invoice for my test,can u please provide invoice,1
17464,any discount on flight booking,tell me about discount deal on flights,0
17467,Today billing list,Today's bill,1
17471,may i know s Prolactin test cost,What will be charges for test,0
17473,set reminder drink water,set a reminder,0
17475,That order ID is correct,Please help me find my order ID,0
17476,time to give payout amount,what is maximum amount for payout request,0
17478,Remind me when fares drop,tell me when fare falls,0
17483,travel from mumbai to delhi,check for mumbai to delhi,0
17484,My invite code is blocked,find my invite code,0
17487,money will be refunded or not,Amount will refund to my bank account or haptik account,0
17496,I want to book flight tickets for New Year,I want to book flight tickets for Guru Nank Jayanti,0
17504,Tell me about Saral Nivesh plan,I want to know about Saral Nivesh,1
17506,Send me the ticket on my mail,send ticket softcopy,0
17510,best mutton shop here,mutton shop at,1
17511,I need to download the payment receipts,How do i find the link to download report,0
17513,Facing issues while login using my Email ID,what is your mail ID,0
17514,I want to book flight tickets Can you help me,I want to book flight tickets for New Year,0
17525,How can find the Lab ID And Password,lab id,0
17532,enroll nominee to demat account,Can i enroll the nominee option in CDSL ?,0
17535,I have been blocked,My account has been blocked,1
17536,I want to check the price of this test,test price,1
17540,I want to search for a reminder,want reminder for wake up,0
17543,more motivational quotes,modification motivational quote,0
17546,check out,want to check items in my cart,0
17547,Airfare included all time,airfare included in customised package,0
17548,can you help me with train travel?,I want to check the status of a running train.Can you help me?,0
17552,point of contact for the distribution rights,distribution rights,1
17553,How to make payment,Problem in making payment,0
17557,I do not know password,I want to know password,1
17563,set reminder anniversary,set a reminder,0
17565,change bank details online,check bank details update status,0
17566,I wanna knw d rate of test,I want to check the price of this test,0
17570,Can u send ur picture,Please give me your pic,1
17572,extra charges at possession,extra charge for water tanker,0
17574,survival benefit of saral nivesh,Give me the information about Survival Benefits for Saral Nivesh,1
17575,Do you provide AMC for the LPG storage system?,LPG Storage Warranty,0
17577,modification Birthday Reminder,I would like to modify my  Birthday reminder,0
17578,Questions please,Ask me question,0
17580,I'd like to cancel,I'd like to check my order status,0
17581,when will prizes be announced for gk?,prize announcement,0
17582,May I know the gk prize,May I know the prize,0
17584,calculate premium for total secure plus,Total Secure plus eligibility,0
17587,Assist me with Survival Benefits of GCAP,Want to know Survival Benefits of GCAP,1
17588,I need a rental cab,I want a rental,1
17590,schedule a reminder,set reminder repeat_banner,0
17591,want reminder for drink water,can you list my reminder,0
17592,I want to check my order status,Can I please check my order status?,1
17593,any cashback on flight tickets,any cashback on flight booking,1
17596,audit to check the systems,I want to check my previous grievance,0
17597,provide me a joke,Keep sending me jokes,0
17598,Book me a night ticket to Delhi tomorrow,And back to kochi on night 03 dec,0
17599,Where is my cash back ?,Cash back not recieved,0
17607,Please mail me tickets,Please send boarding pass by mail also,1
17610,Can you schedule a reminder for meeting,schedule a reminder,0
17617,tell me about discount deal on flights,any discount on flight booking,0
17619,I want to play the quiz,I want to play the cricket quiz,0
17620,I want news in Hindi language also,do you know hindi language,0
17621,i want discount on flight tickets,recommend me Flight Tickets,0
17624,Do you have features for Total Secure Plan,calculate premium for total secure plus,0
17627,Hey I would like to play the Daily Quiz .,I want to play,0
17628,Check GK winners list,GK winners,1
17633,What can you remind me about,remind me about drink water,0
17634,send me your photo,Can u send me your number,0
17642,my number doesnt have intl roaming?,i don't have a number,0
17644,I want to book flight tickets.,Want to book my seat i booked my ticket already,0
17645,may i know the cost of the test,I wanted to understand the cost for test,0
17650,I want offers on ola.,I want discounts on ola tickets.,1
17651,Thank you so much for your service,thank u,0
17655,i want offer on flight booking.,Any cashback on flights,0
17657,Can we request for a wheel-chair at the airport?,wheel-chair at airport,1
17658,Can you please confirm current booking rate for the said project?,confirm current booking rate?,1
17660,what are offers on flight booking,Is there student concession flights,0
17662,call to remind jog,remind me for exercise,1
17663,I don't want to play,I want to play,1
17664,Why not available on playstore?,why dont you have a number?,0
17665,I want invoice for my tests,I need invoice,1
17667,Do you provide hotel booking,i want hotel,1
17671,what is the resolution time for any complaint?,Resolution time for system breakdown,0
17672,i would like to cancel wake up call,I need a wake up call,0
17674,How is password change,change password on website,0
17676,Looking for nearest bus stop,bus stop,1
17677,"what are benefits if we convert to LPG for application like boilers, hot water and thermic fluid heaters?","Can LPG be used in place of HSD/LDO for boilers, Hot air generators, Thermic fluid Heaters for meeting the end requirements? And are there any changes need to be done for equipment?",0
17678,Cash back not receive,My Cashback not received,0
17679,show for 2 adults,book flight for 2 adults,1
17681,i want offer on flight booking.,Book a flight,0
17684,Correct answers,Pls share correct answers,1
17688,Can you schedule a reminder for calling someone,schedule a reminder,0
17691,set a wakeup call reminder,set a wake up alarm,1
17695,Reserving was super timing consuming,booking was super time consuming,0
17698,balance in DP,DP,0
17700,how to check,I want to check price of this test,0
17703,Inspired,Inspiring quotes,0
17707,change zodiac sign,My zodiac sign is Pisces,0
17709,Any Cash back offer,cash back not credited,0
17713,"Want to know the details of tests for calcium test, haemoglobin test and thyroid test",test details,0
17716,"Yes, let's talk!",Yes,0
17720,password for downloading report,Online report download,0
17727,I am feeling depressed.,i am depressed,0
17728,This order ID is right,Can't find order ID.,0
17731,Health Plans,Details of Health Plan,1
17736,I dont got my cashback,When will i get cashback,0
17737,Help me with booking ticket,Please help me with booking flight tickets,1
17745,married,yes i am married,0
17749,Tell me the flight for guwahati,Tell me flight status now,0
17751,I didn't get my cash back,I dont get my cashback,0
17757,Kindly check my recent dth recgarge status,Kindly check n refund,0
17758,I want to download the receipt,Help me to download my PPC,0
17761,please resend the boarding pass to my email,I have not received the boarding pass,0
17766,Other ways to become a vendor,become a vendor,0
17767,is auto connect chargeable,about auto connect,0
17771,License not received,OTP not received,0
17772,How to spend haptik cashback,How to make payment,0
17774,Please mail me tickets,Send me the ticket on my mail,1
17776,Could you let me know when there is a price drop,If prices drop same flight please remind me,0
17777,"At the time of delivery , what are the checks done by the delivery boys",what Checks done by Delivery boy,1
17778,need flights from mumbai to pune,Send me flight schedule,0
17779,let's play games,play games,1
17781,Perfect ! I will go with Option 2,Option 3,0
17783,How will I get my winnings into my bank account?,get winning money,0
17785,any cashback on flight tickets,find Flight Tickets,0
17786,I want to know fares of flights,set flight fare alert,0
17787,This is awesome,Good Evening,0
17788,modify my reminder,can you help me change my reminder,1
17790,Is it important to have business license to be a vendor?,Do I need Business license to be a vendor?,1
17793,modification Wake Up Call,Delete wake up call,0
17797,test cost,may i know the cost of the test,1
17798,send another,one more,0
17806,want to add a new savings bank account,How many savings bank account I can link with my trading account?,0
17807,Whats your good name?,Whats ur WhatsApp number,0
17808,Do you guys do hotel bookings,Hotel booking,1
17811,show me flights without any stop,give me flight fare alerts,0
17814,Documents upload issue,I am facing issues uploading my documents to log in,1
17817,What services can you offer,Offers,0
17819,spa manicure,Spa,0
17822,check a flight on 23 october,check Flight is on time,0
17823,14 th feb morning flight to goa 7 adults 2 kids,best fare from mumbai to pune,0
17824,how to pay for extra wifi,How much to pay for this?,0
17826,Provide another Health benefit,show more reminders,0
17828,Any discounts available for purchase of tickets,any offer running on flight booking,0
17829,eligibility to invest,committed to invest can i withdraw,0
17831,I want to get a flight booked,domestic flights booking,0
17832,want to buy Flight Tickets,I want to book a flight,1
17834,Why documents required,Upload required documents,0
17837,facing issues with login,login error,1
17838,Send your Number...,I want your number plz,1
17851,show motivational quotes,Give me motivation,1
17853,I want the Premium amount for Total Secure,Tell me the premium amount for Total Secure,1
17855,is auto connect free,about auto connect,0
17858,I wanna look for flights,looking Flight Tickets,0
17859,prepare a reminder medicine,set a reminder medicine,1
17861,Can you reserve railway tickets for me,Want to book a train,1
17862,I can get your phone number,Give me your phone number,1
17865,I want to book flight tickets for New Year,I want to book flight tickets for NH7 weekeender,0
17868,What is the Pricing policy for Auto LPG?,Locate auto LPG,0
17869,how to check,I want to check my order status,0
17870,check price for flight from mumbai to pune,No i need to check fares for dec 23,0
17874,tell me about discount deal on flights,I want offers on flights,0
17875,Share promo code for flights.,Tutorial for trains promo code,0
17890,Can I order for the New Supply through phone or any digital platform ?,Do you sell adopters separately without the new supply ? What is the procedure ?,0
17892,Bsnl landline bills,Can i pay bsnl landline bill in haptik,1
17893,remove alert live status of train,Stop alert,0
17897,What should I do if the Captcha image is not clear,Your captcha image is not clear,1
17903,stop alert flight,Stop notifying with flight alerts,0
17909,Can u email me flight tickets,recommend me Flight Tickets,0
17911,change my team name,change team,1
17915,AC outlet design,How do I fix the AC in my unit,0
17916,I need a call to remind me to drink water,remind me to exercise,0
17917,Suck u,Stupid joke,0
17918,please resend the boarding pass to my email,I want the boarding pass for my flight,0
17919,I want to get up early,How to get coupons ?,0
17922,Cash back not come,Sir confirmation message did not come till now,0
17925,change relationship manager,what the process to apply for new Relationship manager ?,0
17928,cash back,I cant got the cash back for the transaction,0
17929,Process for termination of your connection,help me with Termination Process,0
17932,install the app in my laptop,link to download this app on laptop,1
17933,What are offers for mobile bill payment,Postpaid mobile bill payment,0
17934,Give me your pic,Send me your picture,1
17936,I want discounts on train booking.,Book train,0
17941,Good Evening,Night,0
17942,unable to use amazon pay,unable to pay postpaid bill,0
17945,Do I need to be physically present for the registration?,Physically present for registration?,1
17949,add new savings bank account,How many savings bank account I can link with my trading account?,0
17950,check available resorts,check availability by west,0
17957,That was a valid order ID,I gave a true order ID,0
17960,I want to book ticket,i want to buy a flat,0
17963,i want to go from mumbai to pune,flights to Dubai,0
17964,check Flight is on time,Please help me on above flight check in,0
17969,want to apply the lounge code,where to apply the lounge code,1
17971,set a reminder for haptik quiz,Set a reminder for alerts,0
17972,I would like to buy my dream bike,I would like to buy my dream car,0
17973,cancel my flight,Cancel flight booking,1
17976,Delete all my reminders,Please tell my all reminder,0
17979,delete reminders,I want to delete my reminder,1
17981,I want to know the key features of WAAC,Do you have features for WAAC,1
17982,phonepe cashback not received,sir I am cashback not receive,0
17988,I am getting a better rate,best fare from mumbai to pune,0
17990,still not functional,still doesnt work,0
17991,find Flight Tickets,Is there any reminder for flights ticket,0
17992,I m not receiving wake up call,stop wake up call,0
17995,I want to check flights,I want to check flight bookings,1
17998,recommend me Flight Tickets,I want flight status,0
18000,I want to register for sale,can i register for sale,1
18001,want to apply the voucher,want to apply the voucher code,1
18003,How much brokerage do you charge?,What are the lowest brokerage charges?,0
18005,report problem,I want to report an issue,1
18008,make a reminder drink water,make a reminder medicine,0
18010,corporate tour min group size,customize corporate tours,0
18012,found cheaper fare,cheap rate for mumbai to delhi,0
18013,I need a reminder to drink water,I would like to view my reminder,0
18015,what is the system to change the address,address change status,0
18016,Is there any offer,Have you any offer,1
18020,electricity bill pay offers,Electric bill payment,0
18021,U should correct me,The id is correct,0
18028,My Electricity Bill Payments provider is not listed with you,I need   to pay electricity bill,0
18029,I want to edit my reminder,can you help me change my reminder,1
18031,no pin yet,pin not getting,1
18035,todays ipl match results,Yesterday ipl match,0
18040,how to pay,I want to pay  electricity bill,0
18041,i want to apply for a job,apply for a job,1
18044,What will be the Survival Benefits of saral nivesh,Assist me with Survival Benefits of saral nivesh plan,1
18050,I gave the right order ID,Can you tell me where is my order ID?,0
18052,worst app,Disgusting,0
18053,how to update Nominee?,Update nominee,1
18054,i want discount on flight tickets,any offer on flight booking,0
18055,I want to buy a plan,Steps to buy,0
18060,I want to delete all old message,I would like to cancel my Daily Horoscope updates,0
18063,What are the key features of Criticare,what are the key features,0
18065,total secur,calculate premium for total secure,0
18071,how to get a new gas connection,book gas connection,0
18077,i am not getting the login page,not getting One time password,0
18079,I want to check flight bookings,I want to check status of a flight,0
18083,It was hard,hard to use,0
18087,tell me about discount deal on flight booking,any cashback on flight tickets,0
18091,Send me a daily motivational quote,Motivation quotes,0
18093,prepare a reminder drink water,prepare a reminder walk,0
18095,Airfare included all time,What all is included in a Group Tour?,0
18099,Cheap flight tickets,Price of flight tickets to Switzerland,0
18101,Order ID is correct,I gave the correct ID.,1
18104,"Hey, can you remind me about my upcoming meeting?  .",remind me about,0
18108,I want to book a flight,I want to book home collection,0
18109,economy to business,Can we upgrade to Business class on a group tour?,0
18112,Havent received the cashback,into which account will i receive cashback,0
18113,I have checked it. The ID given is correct.,I've already given the correct ID,0
18115,Give me your one pic,Give me your no.,0
18116,auto connect apple,what is auto connect,0
18118,I need to book a flight,I need to book tickets,1
18119,I want to book flight,book flight for 2 adults,0
18123,I want to change my last grievance,I want to check my last grievance,0
18125,for full body check up what is the cost of the package,whats the cost for it,0
18126,Can you remind me to wish anniversary,remind me to wish my birthday,0
18129,Still not working,still not functional,0
18130,All reminder cancel,show all my reminders,0
18133,I want to book flight tickets for Guru Nank Jayanti,want to purchase Flight Tickets,0
18134,Please help me with booking flight tickets,recommend me Flight Tickets,0
18135,show me flights from mumbai to pune,I want flight status,0
18137,I havent receive any pin,One time password didnt receive,0
18138,Send me flight timings from Mumbai to Bangalore,looking Flight Tickets,0
18141,any offers currently available on flight booking,Book a flight,0
18153,prepare a reminder medicine,want reminder for medicine,1
18156,Can I link or register multiple bank or demat account with my trading account?,demat account,0
18158,find me carpenter nearby,need a carpenter,1
18165,any discount on flight booking,tell me about discount deal on flight booking,0
18167,I havent get cashback,did not get my,1
18172,What is the location of your office?,Can you give me a list of your locations?,0
18178,When the cricket results will going to come,When the bollywood results will going to come,0
18179,prepare a reminder anniversary,prepare a reminder birthday,0
18180,help me find florist nearby,recommend some florist nearby,1
18182,i wish to add a nominee,I wish to reset PLM,0
18189,domestic flights booking,I need to book a flight,0
18190,I want to delete all my reminders,please stop all reminders,1
18193,Train booking,There is train booking,1
18194,Give me your number,Send your Number...,1
18195,Any cash back will I get,Let me know if there are any cash back offers,0
18203,i want to buy extra wifi,how to purchase,0
18204,like to buy Flight Tickets,I want the boarding pass for my flight,0
18206,My order ID isn't here,I can't find my order ID.,0
18210,cancel all subscription,cancel all daily reminders,0
18213,local impact,What is the Local Impact,1
18218,I had booked the ticket and I wanted to know the terminal,Need tickets,0
18220,get password,did not get password,1
18223,I want to book flight tickets.,Want to book flight from Mumbai to Delhi,0
18224,please book under defence personnel,book under senior citizen,0
18225,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,Please proceed with below flights for,0
18227,Land line bill payment?,Landline bill payment is available?,1
18228,Check availability for,Check available resorts,1
18229,is deposit refundable,"In case I have lost all the documents ( SV ) , how can I surrender the connection and get back my refundable deposit ?",0
18236,I gave the correct order ID,Can't find order ID,0
18239,can you set a reminder for me to call someone?,schedule a reminder,0
18242,Not right now,"Hi, It's dinner time, get your assistant to order food for you right now! :)  .",0
18252,This is my ID only,Can't find order ID,0
18255,check status train,I want to check the PNR status of a train.,0
18256,how to change profile details,I want to change the room,0
18259,i want to download my test bills,I WANT TO DOWNLOAD THE REPORT,0
18261,lab report required,Hi I am looking for a report for a test .,0
18263,Unable to receive pin,No pin received yet,0
18264,Send me flight timings from Mumbai to Bangalore,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0
18265,I gave the correct order ID,I've already given the correct ID.,0
18269,i need some time to book it,like to buy Flight Tickets,0
18271,I have not received my recharge refund,Recharge refund,1
18276,Any offer for electricity bill payment?,I want to pay electricity bill,0
18283,I'm interested in Best Selling Tour Package with Ferrari World for 5 Days,I'm interested in Best Selling Dubai Tour Package With Ferrari World for 5 Days,1
18287,any cashback on flight tickets,looking for Flight Tickets,0
18289,modification Exercise Reminder,set a reminder exercise,0
18293,This order ID is right,I gave the right ID,0
18294,Mumbai indians team,Mumbai Indians,1
18296,What are the sizes of cylinders in which you supply LPG?,LPG Supply,0
18298,modification My To-Do List,to-do modification,1
18300,email,Update my email,0
18302,cheapest fare guarantee,set cheapest fare alert,0
18306,cash back,Cash back is not come in my wallet,0
18309,Please mail me the previously booked flight ticket,Book a flight,0
18313,prepare a reminder birthday,schedule a reminder birthday,1
18315,suggest Flight Tickets,I want to book flight tickets Can you help me,0
18318,i have an old One time password will it work,i have an old One time password,1
18319,Can you schedule a reminder to wish someone on their anniversary,schedule a reminder,0
18328,show previous day  GK leaderboard,show previous day  cricket leaderboard,0
18329,I want to cancel my flight trip,please cancel my flight alert,0
18330,Give me best offers on flights,Some awesome cashback offers on trains,0
18331,Can u send me your number,can u give me ur number,1
18337,what services do you have for cars?,what are the services available,0
18338,deals,My Cashback not received,0
18339,In how many installments,In how many installments will you disburse,1
18342,any deal,any discount for dinner?,0
18344,Is there any offer on electricity bill payment?,Is there any landline payment offer?,0
18348,set reminder walk,set a reminder,0
18350,important features of total secure,what is the premium for Total Secure,0
18351,Show my latest rank in cricket,show my current rank in cricket,1
18352,test price,what is the test price,1
18354,looking to Flight Tickets,to buy Flight Tickets,0
18355,go ahead,yes go ahead,0
18356,Your price is not good,Your price is high in comparison with paytm,0
18359,tell me about discount deal on flights,Show me some offers on flights.,0
18361,Didnt receive cashback,I did not receive my refund on flight cancellation,0
18363,hw to connect,How to connect to the internet using auto connect,0
18364,Help me with the Key Features,Tell me the key features of Total Secure,0
18366,Can I sign the registered agreement in Dubai?,I Need Scan copy of registered agreement.,0
18367,I want to book an appointment,need to book an pickup,0
18368,What is your job,Whats your good name?,0
18373,Can we pay landline bill,Is it possible to pay Landline bills using this app?,1
18377,features of total secure,I want to know the key features of Total Secure,1
18378,I want to book round trip,Want to book my seat,0
18381,I will get 100% cahback on all items,get 50rs return,0
18385,which store is delivering to me,which store is delivering,1
18388,Will you remind me to drink water?,give me a call to drink water,1
18389,Are there any discount or cashback offers,Do u have any offer for flight,0
18390,And back to kochi on night 03 dec,cheap rate for mumbai to delhi,0
18392,how will I get test report online,I need to get a test done mam,0
18393,Send me flight timings from Mumbai to Delhi,I need flight,0
18395,what the eligibility criteria,Eligibility Criteria for tsp,0
18396,What are the safety features of maxima cylinder?,Inbuilt Safety Features,0
18403,Stamp Duty,Non-payment of Stamp Duty,0
18405,modification Exercise Reminder,set reminder exercise,0
18406,Show another quote,Show me more,0
18407,any cashback on flight booking,Book flights,0
18410,I want to play the quiz,Play,0
18417,I want to book ticket,to book the tickets movie,0
18418,I gave a true order ID,That was a valid order ID,0
18419,What is Address change procedure,what is the address to present the group change application,0
18420,any offers currently available on flight tickets,Are there any discount or cashback offers,0
18421,How will I get to know about gk prize?,How will I get the prize,0
18426,reminder jog,Can you schedule a reminder for exercise,1
18427,Will you send the tickets via mail,I want my tickets emailed,0
18431,I would like to cancel my Daily motivational quote,stop motivational quote,0
18432,Can I link multiple account to my trading account?,How to link multiple account?,1
18437,want reminder for birthday,list my reminder,0
18438,Please refund,When i get refund,0
18440,pipa offer,what is the pipa offer,1
18441,sorry i dont want send a joke daily,I don't need your help,0
18442,I want to book flight tickets.,I need to book a flight,1
18443,Kindly tell me when rates go down,Notify me if the fare goes down,0
18446,Mutual Fund,I want a mutual fund,0
18447,flight tickets from mumbai to delhi,I wanna fly to hyderabad,0
18448,I want to book flight,I dont want to book right now,0
18451,what is my rank in gk,Show my latest rank in gk,1
18454,I'd like to see the review for picture,I want to see the review for picture,1
18457,Cashback not received against flight booking,Referral cashback not received,0
18465,link my aadhar to demat?,tell me the procedure to link aadhar to the demat account?,1
18468,Set an alarm for me to walk someone,Set an alarm to meet,0
18469,I want refund,Please refund me,0
18470,My booking,book flight,0
18474,not working,still didn't work,0
18475,time to approve registration,time to find a lender,0
18477,Will you remind me to drink water?,Alarm to drink water,1
18478,modification Reminder to Call,"Hey, can you remind me to walk?   .",0
18480,Send me flight timings from Mumbai to Bangalore,Send me flight schedule,0
18483,Both mobile and email id mandatory,OTP not received on email id,0
18484,Book flights,I want to book flight tickets for New Year,0
18485,want to buy Flight Tickets,wana book a flight,0
18486,earn by inviting friends,invite friends programme,0
18492,Help me with some hotel safety tips,Industry safety tips,0
18494,when will get success?,When will I get my refund,0
18495,Please don't send jokes,I don't want to play,0
18496,show ur pic,Please give your number,0
18498,Cash back not recieved,cash back nahi aaya,0
18499,Set another reminder,view more reminders,0
18502,i am not able to use Rupay card,not able to upload pan card,0
18507,looking Flight Tickets,I would like to book a flight ticket,0
18509,What are the key features of GCAP,What are the key features of WAAC,0
18513,When the bollywood price will be announced,what is the price for bollywood,0
18517,show me flights without any stop,recommend Flight Tickets,0
18518,Still not getting connected.,still doesn't work,0
18519,I don't know How to play,How to play?,0
18520,how to apply,How to know my application status?,0
18524,And back to kochi on night 03 dec,Tell me exact fare from Mumbai to mangalore,0
18525,want Flight Tickets,I want to book flight tickets for Diwali,0
18528,I want to book an appointment,do i need to book an appoinment,0
18533,I want to know fare for whole month,may i know the rate of the test,0
18534,make a reminder walk,make a reminder,0
18537,Need LPG Connection for Hotel/Restaurant. What's the procedure ?,New LPG Connection,0
18541,Where credit cash back amount,I want my money back,0
18551,use this account,"I have not used my account, why should I pay this charge?",0
18553,City is not listed,service not listed,0
18556,Give 10 minutes,remind me after 30 mins,0
18557,want reminder for jog,I want to search for a reminder,0
18560,send ticket softcopy,send ticket on mail,0
18564,how to check,How to claim prize?,0
18566,survival benefit of GCAP,Give me information about Survival Benefits,0
18568,Surge was x2.3 which accounted 137.9rs,Need the cab at 4:30 am,0
18569,is auto connect free,auto connect apple,0
18572,any offer running on flight booking,Book me a flight,0
18574,But in other website it giving me 6133,show for 2 adults,0
18575,I would like to modify my happy birthday! reminder for,"Hey, can you set a birthday reminder for me?  . .",0
18579,Looking forward to share the event proposal,"I am an experienced photographer, looking forward to work in your company",0
18581,I want to book a cab,I want to book a cab for tomorrow at 6am,0
18584,check availability,check availability by east,0
18585,Didnt receive cashback,I haven't received tickets for my previous booking,0
18589,how to join contest,How to delete the joined contest,0
18590,why are you charging convenience fee,How much is convenience fee,0
18593,make a reminder,make a reminder repeat_banner,0
18594,I did not receive the OTP,No OTP received,1
18595,What is your helpline number?,What is your refill price ?,0
18599,Is there student concession flights,Tutorial for flights coupon code,0
18600,show your picture,i need your number,0
18601,I not get Cash back,did not get cashback,0
18604,Motivational Quote,I would like to cancel my Daily motivational quote,0
18605,did not receive the boarding pass on email,Please send boarding pass by mail also,1
18606,who is eligible to play,Rule to play,0
18608,flights to Dubai,Planning to go for trip to goa,0
18611,Can you schedule a reminder for walk,set a reminder,0
18613,I want to book a test,need to book an pickup,0
18620,I would like to cancel my Reminder,delete,0
18627,I want to book the seats,book my seats,1
18629,want to start repaying my loan,How do I repay the loan,0
18634,Very good,good morning,0
18637,I want to chat with a dentist,yes i want to,0
18641,still not got amazon cashback,havent got refund,0
18648,set reminder exercise,want reminder for jog,1
18654,I need a reminder for exercising,show my reminders,0
18656,Cancel the wakeup call,set a wakeup call reminder,0
18662,What should I check while receiving cylinder?,what Checks done by Delivery boy,0
18663,what are discounts available on flight booking,Book flights,0
18666,Collection center kichha udham singh nagar,sample  to collection center,0
18668,issues with login,facing issues with login,1
18671,Send me flight timings from Mumbai to Bangalore,flight time,0
18674,Is this the final price I have to pay No offers available,Referral cashback not received,0
18675,any offers currently available on flights,Are there any discount or cashback offers,0
18677,Make my trip is giving cheap flights,book cheapest flight,0
18682,please resend the boarding pass to my email,Price of flight tickets to Switzerland,0
18691,Whats the charge for the test,test cost,1
18692,What does Repairs under warranty cover?,maintenance under warranty,0
18697,I would like to change my  exercise reminder,prepare a reminder exercise,0
18698,looking Flight Tickets,I want flight rate,1
18699,I want invoices for my test,I need invoice,1
18708,like to buy Flight Tickets,do i need to book an appoinment,0
18710,Is any payment due before Registration?,Is there interest levied by the promoter in case of default in payment of any instalments ?,0
18715,I want offers on cab booking.,Cab booking,0
18720,connect free wifi,What is the duration of Free Wi-Fi?,0
18721,I gave the correct order ID,Where can I find my order ID?,0
18722,Key features of Total Secure,Give me information of Total secure,1
18726,total secure+,May I please know the Premium for Total Secure,0
18729,make me remember,make me remember wake up,0
18731,more motivational quotes,Daily Motivational Quote,0
18732,I want to play quiz,Ready to play,0
18733,I did not get my,did not get cashback,1
